0.095238095	0.096774194	0.111111111	0	0.089430894	0.111111111	0.096774194	0.260416667	0.117647059	1																														
0.476190476	0.709677419	0.444444444	0.631578947	0.609756098	0.722222222	0.709677419	0.177083333	0.666666667	1																														
0	0	0	0	0	0	0	0.21875	0	1																														
0.028571429	0.064516129	0	0	0.016260163	0.074074074	0.064516129	0.479166667	0.078431373	1																														
0.00952381	0.064516129	0.166666667	0	0	0.074074074	0.064516129	0.15625	0.078431373	1																														
0.333333333	0.774193548	0.166666667	0	0.414634146	0.777777778	0.774193548	0.145833333	0.705882353	1																														
0.104761905	0.112903226	0.166666667	0.421052632	0.170731707	0.12962963	0.112903226	0.104166667	0.137254902	1																														
0.228571429	0.14516129	0.166666667	0	0.219512195	0.157407407	0.14516129	0.0625	0.156862745	1																														
0.085714286	0.129032258	0.055555556	0	0.081300813	0.148148148	0.129032258	0.177083333	0.156862745	1																														
0.00952381	0.032258065	0.055555556	0	0	0.037037037	0.032258065	0.21875	0.039215686	1																														
0.076190476	0.177419355	0.166666667	0	0.113821138	0.166666667	0.177419355	0.354166667	0.137254902	1																														
0.076190476	0.209677419	0.055555556	0	0.162601626	0.240740741	0.209677419	0.333333333	0.254901961	1																														
0.095238095	0.096774194	0.277777778	0.315789474	0.081300813	0.101851852	0.096774194	0.083333333	0.098039216	1																														
0.171428571	0.362903226	0.111111111	0.315789474	0.195121951	0.296296296	0.403225806	0.1875	0.254901961	1																														
0.047619048	0.032258065	0.111111111	0	0.032520325	0.037037037	0.032258065	0.40625	0.039215686	1																														
0.180952381	0.14516129	0.222222222	0.052631579	0.097560976	0.166666667	0.14516129	0.166666667	0.176470588	1																														
0.038095238	0	0.055555556	0	0.016260163	0	0	0.104166667	0	1																														
0.019047619	0	0.055555556	0	0.024390244	0	0	0.135416667	0	1																														
0.638095238	0.467741935	0.166666667	0.157894737	0.691056911	0.481481481	0.467741935	0.208333333	0.450980392	1																														
0.161904762	0.35483871	0.111111111	0.263157895	0.357723577	0.398148148	0.35483871	0.34375	0.411764706	1																														
0.219047619	0.064516129	0.111111111	0	0.089430894	0.074074074	0.064516129	0.125	0.078431373	1																														
0.571428571	0.919354839	0.5	1	0.796747967	1	0.919354839	0.15625	1	1																														
0.085714286	0.080645161	0.444444444	0.157894737	0.227642276	0	0.14516129	0.260416667	0	1																														
0.676190476	0.14516129	0.5	1	0.512195122	0.157407407	0.14516129	0.0625	0.156862745	1																														
1	1	0.888888889	1	1	0.935185185	1	0.229166667	0.764705882	1																														
0.057142857	0.153225806	0.055555556	0.052631579	0.032520325	0.083333333	0.193548387	0.385416667	0.058823529	1																														
0	0.016129032	0	0	0	0.018518519	0.016129032	0.65625	0.019607843	1																														
